DocID,StoreCode,ProductItemCode,ProductCode,Date,ReturnFlag,Time,Quantity,Amount,DiscountAmount,ChangeCardFlag
7911,1885,M1010299-83039056,M1010299-83039,23.05.2024,0,1734,1,"789,17",0,0
7912,1561,M101077-86789043,M101077-86789,02.03.2024,0,1531,1,"765,17",0,1
7913,1814,M100980-33687025,M100980-33687,01.04.2024,0,1442,1,"792,4657",0,0
7914,1513,M100980-33687025,M100980-33687,10.05.2024,0,1549,1,"778,17",0,0
7915,1923,M100277-33555014,M100277-33555,28.05.2024,0,1501,1,"756,17",0,0
7916,1910,M100980-86434022,M100980-86434,12.03.2024,0,1623,1,"607,41883",0,0
7917,1881,M101077-84432041,M101077-84432,19.04.2024,0,1412,1,"750,67008",0,0
7919,1833,M100980-86434031,M100980-86434,25.05.2024,0,2043,1,"618,17",0,0
7920,1883,M100980-86434031,M100980-86434,29.03.2024,0,1842,1,"790,75",0,0
7921,1516,M101077-31868011,M101077-31868,09.03.2024,0,1321,1,"743,17",0,0
7922,1578,M101077-31868011,M101077-31868,21.04.2024,0,1925,1,"762,17",0,0
7923,1637,M101077-31868011,M101077-31868,24.05.2024,0,1512,1,"796,25",0,0
7924,1660,M101077-31868011,M101077-31868,21.05.2024,0,1720,1,"714,53989",0,0
7925,1632,M101077-31868011,M101077-31868,20.02.2024,0,1433,1,"798,72435",0,0
7926,1939,M101077-31868011,M101077-31868,05.04.2024,0,1547,1,"777,53",0,0
7927,1838,M101225-83677051,M101225-83677,07.03.2024,0,1501,1,"678,17",0,0
7928,1524,M101437-86450021,M101437-86450,04.02.2024,0,1334,1,"806,57993",0,0
7930,1912,M100277-85272042,M100277-85272,17.05.2024,0,1416,1,"846,72695",0,0
7931,1533,M100277-86393021,M100277-86393,14.04.2024,0,1841,1,"879,12211",0,0
7932,1576,M100277-86393021,M100277-86393,10.04.2024,0,1717,1,"900,08",0,0
7933,1665,M100277-86455025,M100277-86455,16.03.2024,0,1456,1,"867,65773",0,0
7934,1820,M100277-86455025,M100277-86455,29.02.2024,0,1901,1,"838,66316",0,0
7935,1765,M101048-84417020,M101048-84417,16.04.2024,0,1832,1,"851,95504",0,0
7936,1920,M101048-84417020,M101048-84417,07.02.2024,0,1647,1,"841,52422",0,0
7937,1922,M101077-86788024,M101077-86788,26.04.2024,0,2135,1,"793,70926",0,0
7938,1931,M101441-82297005,M101441-82297,15.03.2024,0,1218,1,"895,08",0,0
7939,1551,M101441-82297058,M101441-82297,07.04.2024,0,1743,1,"880,50859",0,0
7940,1760,M100980-86434006,M100980-86434,27.03.2024,0,1221,1,"763,59828",0,0
7941,1694,M1010299-83039028,M1010299-83039,10.02.2024,0,1616,1,"757,77216",0,0
7942,1527,M100328-85607007,M100328-85607,28.04.2024,0,1920,1,"809,29666",0,0
7943,1814,M100980-86434041,M100980-86434,19.04.2024,0,1322,1,"770,52291",0,0
7944,1570,M1010299-83039056,M1010299-83039,09.03.2024,0,1645,1,"785,91982",0,0
7945,1523,M101077-31868011,M101077-31868,15.05.2024,0,1545,1,"597,42206",0,0
7946,1775,M1010458-80668156,M1010458-80668,09.05.2024,0,2017,1,"716,44217",0,1
7947,1864,M1010640-88000052,M1010640-88000,18.05.2024,0,1541,1,"1042,89976",0,0
7948,1533,M100328-31910014,M100328-31910,08.05.2024,0,1555,1,"1042,02715",0,0
7949,1575,M100980-86434041,M100980-86434,25.02.2024,0,1432,1,"770,39955",0,0
7952,1658,M100277-85272042,M100277-85272,09.03.2024,0,1354,1,"877,65141",0,0
7953,1516,M1010578-86457035,M1010578-86457,09.03.2024,0,1347,1,"976,06486",0,0
7954,1699,M1010762-87746037,M1010762-87746,21.05.2024,0,1612,1,"960,82989",0,0
7955,1714,M1010349-84192064,M1010349-84192,28.05.2024,0,1823,1,"949,99",0,0
7956,1676,M101048-84417020,M101048-84417,14.05.2024,0,1540,1,"942,17946",0,0
7957,1883,M100328-80979029,M100328-80979,06.04.2024,0,1611,1,"700,66591",0,0
7959,1863,M1010299-83039028,M1010299-83039,30.04.2024,1,1953,-1,"-729,17",0,0
7960,1636,M101048-84417020,M101048-84417,22.03.2024,1,2102,-1,"-691,08",0,0
7961,1558,M1010299-83039028,M1010299-83039,03.05.2024,1,1634,-1,"-794,81",0,0
7962,1552,M101077-86789043,M101077-86789,28.04.2024,1,1829,-1,"-776,17",0,0
7963,1922,M100277-85272042,M100277-85272,13.03.2024,0,2024,1,"-63,64","272,72727",0
7964,1825,M101048-84417020,M101048-84417,20.03.2024,0,2142,1,"321,35","272,72727",0
7965,1907,M101048-84417020,M101048-84417,06.03.2024,0,2031,1,"283,73558","272,72727",0
7966,1825,M1010125-85270023,M1010125-85270,20.03.2024,0,1306,1,"186,35031","272,72727",0
7967,1669,M1010120-81220133,M1010120-81220,26.03.2024,0,1431,1,"430,63573","109,09091",0
7968,1755,M1010120-81220133,M1010120-81220,26.03.2024,0,1808,1,"356,47993","109,09091",0
7969,1754,M1010120-81220147,M1010120-81220,02.04.2024,0,1754,1,"251,73988","109,09091",0
7970,1542,M101065-85255044,M101065-85255,01.02.2024,0,2133,1,"447,21571",120,0
7971,1637,M101065-85255044,M101065-85255,18.02.2024,0,1500,1,"467,78454",120,0
7972,1651,M101065-85255044,M101065-85255,17.02.2024,0,2141,1,"444,23605",120,0
7973,1532,M101065-85255044,M101065-85255,17.02.2024,0,1755,1,"455,87",120,0
7974,1583,M101065-85255044,M101065-85255,13.02.2024,0,1419,1,"408,14",120,0
7975,1688,M101065-85255044,M101065-85255,02.03.2024,0,1514,1,"467,26716",120,0
7976,1507,M101065-85255044,M101065-85255,16.02.2024,0,1412,1,"448,39",120,0
7977,1593,M101065-85255044,M101065-85255,04.02.2024,0,1815,1,"466,64585",120,0
7978,1677,M101065-85255044,M101065-85255,03.02.2024,0,1850,1,"475,54556",120,0
7979,1556,M101065-85255044,M101065-85255,17.02.2024,0,1644,1,"224,34",120,0
7980,1605,M101065-85255044,M101065-85255,05.03.2024,0,1318,1,"408,11342",120,0
7981,1548,M100277-83772019,M100277-83772,17.02.2024,0,1732,1,"568,30026","145,45455",0
7982,1574,M100277-83772019,M100277-83772,06.02.2024,0,2142,1,"492,59747","145,45455",0
7983,1580,M100277-85273018,M100277-85273,14.02.2024,0,1344,1,"482,21","145,45455",0
7984,1559,M100277-85273018,M100277-85273,18.02.2024,0,1742,1,"569,21","145,45455",0
7985,1923,M100277-85273018,M100277-85273,08.02.2024,0,1520,1,"572,44418","145,45455",0
7986,1624,M100277-85273018,M100277-85273,08.02.2024,0,1229,1,"561,03803","145,45455",0
7987,1632,M100277-85273018,M100277-85273,19.02.2024,0,1605,1,"497,25","145,45455",0
7988,1867,M101077-82194042,M101077-82194,24.02.2024,0,2015,1,"546,81","145,45455",0
7989,1711,M101065-85255044,M101065-85255,20.03.2024,0,1948,1,"352,8","236,36364",0
7990,1714,M101046-84392027,M101046-84392,18.04.2024,0,2020,1,"325,53463","154,54545",0
7991,1896,M1010381-85275029,M1010381-85275,17.03.2024,0,1629,1,"608,42809","156,36364",0
7992,1879,M101225-85606064,M101225-85606,29.03.2024,0,1709,1,"544,84468","212,27273",0
7993,1646,M1010349-86424043,M1010349-86424,26.02.2024,0,2119,1,"622,54","163,63636",0
7994,1896,M1010349-86424043,M1010349-86424,01.04.2024,0,2144,1,"519,87","227,27273",0
7995,1684,M101077-31868011,M101077-31868,20.03.2024,0,1647,1,"125,0888","245,45455",0
7996,1555,M100277-85273018,M100277-85273,16.02.2024,0,1245,1,"458,73184","145,45455",0
7997,1659,M1010299-83039028,M1010299-83039,13.03.2024,0,2116,1,"-57,27","245,45455",0
7998,1930,M1010125-84418003,M1010125-84418,06.03.2024,0,1335,1,-42,180,0
8001,1777,M101065-85255044,M101065-85255,13.02.2024,0,1458,1,"466,76939",120,0
8002,1650,M101065-85255044,M101065-85255,01.02.2024,0,1434,1,"454,07392",120,0
8003,1573,M101065-85255044,M101065-85255,18.02.2024,0,1426,1,"438,90048",120,0
8004,1614,M101065-85255044,M101065-85255,07.02.2024,0,2113,1,"466,38183",120,0
8005,1687,M101065-85255044,M101065-85255,17.02.2024,0,2007,1,"464,16811",120,0
8006,1871,M101065-85255044,M101065-85255,10.02.2024,0,1759,1,"464,76992",120,0
8007,1718,M101065-85255044,M101065-85255,06.04.2024,0,1805,1,"355,93772","236,36364",0
8008,1826,M1010381-85275029,M1010381-85275,18.03.2024,0,1601,1,"602,23207","156,36364",0
8009,1785,M101048-84417020,M101048-84417,13.03.2024,0,1745,1,"111,34917","272,72727",0
8010,1711,M101048-84417020,M101048-84417,13.03.2024,0,1708,1,"198,84757","272,72727",0
8011,1894,M101048-84417020,M101048-84417,06.03.2024,0,1903,1,"-15,37767","272,72727",0
8012,1883,M1010125-85270023,M1010125-85270,06.03.2024,0,1822,1,"6,347","272,72727",0
8014,1711,M1010120-81220133,M1010120-81220,08.04.2024,0,1325,1,"417,15005","109,09091",0
8015,1822,M100277-83772019,M100277-83772,07.02.2024,0,1858,1,"546,86563","145,45455",0
8016,1763,M1010349-86424043,M1010349-86424,14.02.2024,0,1911,1,"641,32579","163,63636",0
8017,1565,M1010349-86424043,M1010349-86424,16.03.2024,0,1803,1,"646,51933","163,63636",0
8018,1718,M100277-84421015,M100277-84421,12.04.2024,0,1626,1,"490,59976","227,27273",0
8019,1669,M101077-82194042,M101077-82194,20.03.2024,0,1928,1,"442,61197","227,26364",0
8020,1739,M100328-82965039,M100328-82965,17.03.2024,0,1511,1,"293,80747","179,18182",0
8021,1688,M1010299-83039028,M1010299-83039,20.03.2024,0,1501,1,"41,15645","245,45455",0
8022,1532,M101046-84392027,M101046-84392,13.04.2024,0,1826,1,"279,79111","223,27273",0
8023,1792,M101046-84392027,M101046-84392,24.04.2024,0,1552,1,"334,38248","154,54545",0
8024,1921,M101077-84432023,M101077-84432,08.05.2024,0,2130,1,"374,9285","245,45455",0
8025,1544,M101065-85255044,M101065-85255,07.02.2024,0,1916,1,"441,20137",120,0
8026,1789,M1010349-86424043,M1010349-86424,13.02.2024,0,1324,1,"626,94846","163,63636",0
8027,1548,M1010349-86424043,M1010349-86424,03.03.2024,0,1805,1,"577,03768","163,63636",0
8028,1872,M1010349-86424043,M1010349-86424,26.02.2024,0,1418,1,"602,66808","163,63636",0
8029,1652,M100277-83674023,M100277-83674,29.04.2024,0,1640,1,"402,93234","109,09091",0
8031,1711,M100277-84421015,M100277-84421,21.04.2024,0,1356,1,"462,5114","245,33636",0
8032,1768,M100277-84421015,M100277-84421,09.03.2024,0,1209,1,"566,66859","145,45455",0
8033,1545,M100277-85273018,M100277-85273,24.02.2024,0,1642,1,"548,50288","145,45455",0
8034,1734,M100328-81241029,M100328-81241,19.03.2024,0,1331,1,"398,83843","103,63636",0
8035,1551,M101077-31868011,M101077-31868,20.03.2024,0,1846,1,"404,30445","245,45455",0
8037,1628,M1010640-88000052,M1010640-88000,10.04.2024,0,1921,1,"349,98613",300,0
8038,1681,M1010458-80668156,M1010458-80668,20.03.2024,0,1250,1,"126,16644","234,54545",0
8039,1711,M101046-84392027,M101046-84392,16.03.2024,0,1600,1,"288,72516","199,99091",0
8040,1748,M1010349-86424043,M1010349-86424,09.03.2024,0,2103,1,"645,26154","163,63636",0
8041,1776,M1010349-86424043,M1010349-86424,17.03.2024,0,1400,1,"639,09272","163,63636",0
8042,1733,M101046-84392027,M101046-84392,06.04.2024,0,1556,1,"273,9739","232,56364",0
8043,1739,M101046-84392027,M101046-84392,19.05.2024,0,1811,1,"309,98164","199,99091",0
8045,1671,M1010600-86494018,M1010600-86494,03.02.2024,0,1539,1,"614,59435","163,63636",0
8046,1785,M101048-84417020,M101048-84417,06.03.2024,0,1414,1,"408,08688","272,72727",0
8047,1754,M101046-84392027,M101046-84392,08.04.2024,0,1459,1,"292,61553","223,27273",0
8049,1527,M1010299-83039028,M1010299-83039,24.03.2024,1,1758,-1,"-786,97",0,0
8050,1543,M101048-84417020,M101048-84417,12.03.2024,1,1512,-1,"-886,08",0,0
8051,1917,M100277-33555014,M100277-33555,09.03.2024,0,1602,2,"1609,99287",0,0
8054,1551,M101048-84417020,M101048-84417,21.02.2024,1,1926,-1,"-879,08",0,0
8055,1545,M101048-84417020,M101048-84417,20.05.2024,1,1945,-1,"-829,08",0,0
8057,1527,M100980-86434022,M100980-86434,29.05.2024,1,1813,-1,"-730,17",0,0
8058,1748,M101437-86450021,M101437-86450,18.03.2024,1,1900,-1,"-768,17",0,0
8059,1548,M100980-33687025,M100980-33687,17.03.2024,1,1407,-1,"-782,83",0,0
8060,1557,M1010125-85270023,M1010125-85270,11.05.2024,1,1540,-1,"-927,99",0,0
8061,1638,M101048-87642020,M101048-87642,16.05.2024,1,1422,-1,"-846,02",0,0
8062,1618,M101077-31868011,M101077-31868,20.05.2024,1,2054,-1,"-790,17",0,0
8065,1547,M101077-86789043,M101077-86789,24.04.2024,1,1925,-1,"-784,55",0,0
8067,1909,M100980-86434031,M100980-86434,12.02.2024,1,2009,-1,"-761,77",0,0
8068,1879,M101077-31868011,M101077-31868,18.04.2024,1,2008,-1,"-766,17",0,0
8069,1575,M101048-84417020,M101048-84417,26.03.2024,1,1324,-1,"-865,08",0,0
8070,1788,M101048-84417020,M101048-84417,11.02.2024,1,1442,-1,"-799,08",0,0
8071,1826,M101441-82297058,M101441-82297,13.02.2024,1,1134,-1,"-899,08",0,0
8072,1649,M101441-82297058,M101441-82297,13.03.2024,1,1952,-1,"-796,08",0,0
8073,1555,M101441-82297058,M101441-82297,02.04.2024,0,1218,1,"853,52449",0,0
8074,1889,M101077-31868011,M101077-31868,30.03.2024,0,1853,1,"761,97911",0,0
8075,1823,M100980-86434006,M100980-86434,04.04.2024,0,1929,1,"816,61043",0,0
8076,1663,M100328-31910014,M100328-31910,11.04.2024,0,1543,1,"1066,05442",0,0
8077,1637,M101048-84417020,M101048-84417,09.03.2024,0,1845,1,"900,94252",0,0
8078,1880,M101077-31868011,M101077-31868,16.03.2024,0,2018,1,"794,0954",0,0
8079,1937,M100277-33555014,M100277-33555,31.03.2024,0,1633,1,"803,24924",0,0
8080,1689,M100980-86434006,M100980-86434,21.02.2024,0,1848,1,"803,3219",0,0
8081,1523,M100277-85272042,M100277-85272,02.04.2024,0,1841,1,"873,75254",0,0
8082,1788,M100328-80979029,M100328-80979,09.04.2024,0,1703,1,"676,29428",0,0
8083,1739,M101048-84417020,M101048-84417,22.03.2024,0,1653,1,"895,2786",0,0
8085,1647,M100277-86393021,M100277-86393,07.05.2024,0,1553,1,"902,37061",0,0
8086,1505,M101077-31868011,M101077-31868,12.03.2024,0,2118,1,"775,16017",0,0
8087,1621,M100328-31910014,M100328-31910,17.03.2024,0,1806,1,"1084,01918",0,0
8088,1710,M101077-31868011,M101077-31868,05.05.2024,0,1934,1,"811,29496",0,0
8090,1894,M101048-84417020,M101048-84417,24.03.2024,0,1821,1,"900,88327",0,0
8091,1769,M101048-84417020,M101048-84417,01.04.2024,0,2110,1,"892,9507",0,0
8092,1758,M101441-82297058,M101441-82297,28.05.2024,0,1220,1,"730,99764",0,0
8093,1688,M100277-33555014,M100277-33555,23.03.2024,0,1916,1,"752,0666",0,0
8094,1940,M100980-33687025,M100980-33687,03.04.2024,0,2012,1,"814,93921",0,0
8095,1631,M101048-84417020,M101048-84417,10.03.2024,0,1632,1,"873,30154",0,0
8097,1915,M101072-84197009,M101072-84197,24.05.2024,0,1609,1,"1070,75443",0,0
8099,1523,M100277-33555014,M100277-33555,23.03.2024,0,1752,1,"780,46307",0,0
8100,1920,M100980-86434022,M100980-86434,07.04.2024,0,1448,1,"673,11707",0,0
8101,1605,M100980-86434022,M100980-86434,23.03.2024,0,1917,1,"754,45992",0,0
8102,1909,M101048-84417026,M101048-84417,18.04.2024,0,1949,1,"909,08",0,0
8115,1649,M101048-84417026,M101048-84417,15.02.2024,0,1436,1,"909,08",0,0
8116,1699,M101048-84417026,M101048-84417,15.02.2024,0,2048,1,"909,08",0,0
8118,1688,M101048-84417026,M101048-84417,27.03.2024,0,1317,1,"909,08",0,0
8119,1673,M101048-84417026,M101048-84417,27.03.2024,0,1840,1,"909,08",0,0
8121,1637,M101048-84417026,M101048-84417,28.02.2024,0,2019,1,"909,08",0,0
8122,1789,M101048-84417026,M101048-84417,28.02.2024,0,2054,1,"909,08",0,0
8124,1631,M101048-84417026,M101048-84417,06.03.2024,0,1545,1,"909,08",0,0
8125,1670,M101048-84417026,M101048-84417,06.03.2024,0,1844,1,"909,08",0,0
8126,1689,M101048-84417026,M101048-84417,06.03.2024,0,2115,1,"909,08",0,0
8127,1826,M101048-84417026,M101048-84417,06.03.2024,0,1531,1,"909,08",0,0
8130,1696,M101048-84417026,M101048-84417,05.03.2024,0,2103,1,"909,08",0,0
8132,1896,M101048-84417026,M101048-84417,22.04.2024,0,1338,1,"909,08",0,0
8133,1939,M101048-84417026,M101048-84417,21.04.2024,0,1741,1,"909,08",0,0
8136,1542,M101048-84417026,M101048-84417,29.03.2024,0,1725,1,"909,08",0,0
8137,1666,M101048-84417026,M101048-84417,29.03.2024,0,2106,1,"909,08",0,0
8138,1692,M101048-84417026,M101048-84417,29.03.2024,0,1734,1,"909,08",0,0
8139,1873,M101048-84417026,M101048-84417,29.03.2024,0,1559,1,"909,08",0,0
8140,1852,M101048-84417026,M101048-84417,29.03.2024,0,1626,1,"909,08",0,0
8142,1581,M101048-84417026,M101048-84417,08.02.2024,0,1736,1,"909,08",0,0
8143,1760,M101048-84417026,M101048-84417,02.02.2024,0,1712,1,"909,08",0,0
8145,1540,M101048-84417026,M101048-84417,01.03.2024,0,1930,1,"909,08",0,0
8146,1935,M101048-84417026,M101048-84417,01.03.2024,0,2106,1,"909,08",0,0
8147,1618,M101048-84417026,M101048-84417,01.03.2024,0,2153,1,"909,08",0,0
8148,1618,M101048-84417026,M101048-84417,01.03.2024,0,1459,1,"909,08",0,0
8149,1694,M101048-84417026,M101048-84417,01.03.2024,0,1516,1,"909,08",0,0
8151,1575,M101048-84417026,M101048-84417,07.03.2024,0,2048,1,"909,08",0,0
8152,1594,M101048-84417026,M101048-84417,07.03.2024,0,1535,1,"909,08",0,0
8154,1935,M101048-84417026,M101048-84417,12.03.2024,0,1628,1,"909,08",0,0
8155,1558,M101048-84417026,M101048-84417,04.04.2024,0,1932,1,"909,08",0,0
8156,1612,M101048-84417026,M101048-84417,04.04.2024,0,1823,1,"909,08",0,0
8160,1517,M101048-84417026,M101048-84417,07.02.2024,0,1250,1,"909,08",0,0
8161,1812,M101048-84417026,M101048-84417,07.02.2024,0,1858,1,"909,08",0,0
8162,1930,M101048-84417026,M101048-84417,07.02.2024,0,1952,1,"909,08",0,0
8165,1554,M101048-84417026,M101048-84417,19.04.2024,0,1448,1,"909,08",0,0
8166,1807,M101048-84417026,M101048-84417,05.04.2024,0,2111,1,"909,08",0,0
8167,1822,M101048-84417026,M101048-84417,05.04.2024,0,1849,1,"909,08",0,0
8168,1575,M101048-84417026,M101048-84417,05.04.2024,0,2019,1,"909,08",0,0
8169,1777,M101048-84417026,M101048-84417,05.04.2024,0,2127,1,"909,08",0,0
8173,1517,M1010125-86451036,M1010125-86451,05.04.2024,0,1145,1,"909,08",0,0
8174,1822,M101048-84417026,M101048-84417,15.03.2024,0,1906,1,"909,08",0,0
8175,1637,M101048-84417026,M101048-84417,15.03.2024,0,1115,1,"909,08",0,0
8176,1661,M101048-84417026,M101048-84417,15.03.2024,0,1328,1,"909,08",0,0
8180,1917,M101048-84417026,M101048-84417,17.02.2024,0,1615,1,"909,08",0,0
8181,1806,M101048-84417026,M101048-84417,17.02.2024,0,1412,1,"909,08",0,0
8182,1597,M101048-84417026,M101048-84417,19.02.2024,0,1626,1,"909,08",0,0
8185,1678,M101048-84417026,M101048-84417,18.02.2024,0,2102,1,"909,08",0,0
8186,1667,M101048-84417026,M101048-84417,18.02.2024,0,1858,1,"909,08",0,0
8187,1568,M101048-84417026,M101048-84417,18.02.2024,0,1820,1,"909,08",0,0
8188,1509,M101048-84417026,M101048-84417,18.02.2024,0,1752,1,"909,08",0,0
8189,1922,M101048-84417026,M101048-84417,18.02.2024,0,1358,1,"909,08",0,0
8191,1555,M101048-84417026,M101048-84417,03.02.2024,0,1540,1,"909,08",0,0
8192,1651,M101048-84417026,M101048-84417,03.02.2024,0,1803,1,"909,08",0,0
8193,1856,M101048-84417026,M101048-84417,03.02.2024,0,1815,1,"909,08",0,0
8196,1842,M101048-84417026,M101048-84417,05.02.2024,0,2047,1,"909,08",0,0
8202,1914,M101048-84417026,M101048-84417,25.02.2024,0,2132,1,"909,08",0,0
8203,1649,M101048-84417026,M101048-84417,26.02.2024,0,1620,1,"909,08",0,0
8204,1856,M101048-84417026,M101048-84417,25.02.2024,0,1814,1,"909,08",0,0
8206,1502,M101048-84417026,M101048-84417,24.02.2024,0,2002,1,"909,08",0,0
8210,1562,M101048-84417026,M101048-84417,11.02.2024,0,1234,1,"909,08",0,0
8211,1860,M101048-84417026,M101048-84417,12.02.2024,0,1848,1,"909,08",0,0
8212,1603,M101048-84417026,M101048-84417,10.02.2024,0,1824,1,"909,08",0,0
8215,1547,M101048-84417026,M101048-84417,22.03.2024,0,1813,1,"909,08",0,0
8218,1545,M101048-84417026,M101048-84417,09.03.2024,0,1553,1,"909,08",0,0
8219,1758,M101048-84417026,M101048-84417,09.03.2024,0,1532,1,"909,08",0,0
8220,1940,M101048-84417026,M101048-84417,11.03.2024,0,1521,1,"909,08",0,0
8222,1517,M101048-84417026,M101048-84417,10.03.2024,0,1334,1,"909,08",0,0
8223,1649,M101048-84417026,M101048-84417,10.03.2024,0,1912,1,"909,08",0,0
8224,1643,M101048-84417026,M101048-84417,10.03.2024,0,1904,1,"909,08",0,0
8225,1704,M101048-84417026,M101048-84417,10.03.2024,0,1636,1,"909,08",0,0
8226,1742,M101048-84417026,M101048-84417,10.03.2024,0,1640,1,"909,08",0,0
8227,1580,M101048-84417026,M101048-84417,10.03.2024,0,1911,1,"909,08",0,0
8228,1759,M101048-84417026,M101048-84417,10.03.2024,0,1554,1,"909,08",0,0
8231,1641,M101048-84417026,M101048-84417,24.03.2024,0,1820,1,"909,08",0,0
8232,1676,M101048-84417026,M101048-84417,24.03.2024,0,1049,1,"909,08",0,0
8233,1644,M101048-84417026,M101048-84417,24.03.2024,0,1656,1,"909,08",0,0
8234,1852,M101048-84417026,M101048-84417,24.03.2024,0,1418,1,"909,08",0,0
8237,1631,M101048-84417026,M101048-84417,23.03.2024,0,2059,1,"909,08",0,0
8238,1776,M101048-84417026,M101048-84417,23.03.2024,0,2035,1,"909,08",0,0
8239,1852,M101048-84417026,M101048-84417,23.03.2024,0,1644,1,"909,08",0,0
8244,1647,M101048-84417026,M101048-84417,25.03.2024,0,1624,1,"909,08",0,0
8245,1833,M101048-84417026,M101048-84417,04.03.2024,0,1933,1,"909,08",0,0
8248,1855,M101048-84417026,M101048-84417,02.03.2024,0,1644,1,"909,08",0,0
8249,1825,M101048-84417026,M101048-84417,02.03.2024,0,1207,1,"909,08",0,0
8250,1517,M101048-84417026,M101048-84417,02.03.2024,0,1549,1,"909,08",0,0
8251,1941,M101048-84417026,M101048-84417,02.03.2024,0,2124,1,"909,08",0,0
8252,1844,M101048-84417026,M101048-84417,03.03.2024,0,1506,1,"909,08",0,0
8253,1677,M101048-84417026,M101048-84417,03.03.2024,0,1427,1,"909,08",0,0
8254,1907,M101048-84417026,M101048-84417,03.03.2024,0,1655,1,"909,08",0,0
8261,1911,M101048-84417026,M101048-84417,19.03.2024,0,1549,1,"909,08",0,0
8262,1817,M101048-84417026,M101048-84417,19.03.2024,0,1609,1,"909,08",0,0
8268,1922,M101048-84417026,M101048-84417,03.04.2024,0,2149,1,"909,08",0,0
8270,1882,M1010125-86451036,M1010125-86451,03.04.2024,0,1904,1,"909,08",0,0
8272,1917,M101048-84417026,M101048-84417,06.04.2024,0,1300,1,"909,08",0,0
8273,1608,M101048-84417026,M101048-84417,06.04.2024,0,1541,1,"909,08",0,0
8274,1661,M101048-84417026,M101048-84417,06.04.2024,0,1804,1,"909,08",0,0
8275,1763,M101048-84417026,M101048-84417,06.04.2024,0,2015,1,"909,08",0,0
8276,1684,M101048-84417026,M101048-84417,06.04.2024,0,1422,1,"909,08",0,0
8277,1842,M101048-84417026,M101048-84417,06.04.2024,0,1620,1,"909,08",0,0
8280,1922,M1010125-86451036,M1010125-86451,06.04.2024,0,1244,1,"909,08",0,0
8281,1694,M1010125-86451036,M1010125-86451,06.04.2024,0,2044,1,"909,08",0,0
8283,1826,M101048-84417026,M101048-84417,07.04.2024,0,1422,1,"909,08",0,0
8284,1851,M101048-84417026,M101048-84417,07.04.2024,0,1631,1,"909,08",0,0
8285,1592,M101048-84417026,M101048-84417,07.04.2024,0,1848,1,"909,08",0,0
8287,1867,M1010125-86451036,M1010125-86451,07.04.2024,0,1718,1,"909,08",0,0
8288,1926,M1010125-86451036,M1010125-86451,07.04.2024,0,1743,1,"909,08",0,0
8289,1854,M101048-84417026,M101048-84417,08.04.2024,0,1742,1,"909,08",0,0
8290,1748,M101048-84417026,M101048-84417,08.04.2024,0,2019,1,"909,08",0,0
8291,1646,M101048-84417026,M101048-84417,08.04.2024,0,1308,1,"909,08",0,0
8292,1766,M101048-84417026,M101048-84417,08.04.2024,0,1405,1,"909,08",0,0
8293,1842,M101048-84417026,M101048-84417,08.04.2024,0,1249,1,"909,08",0,0
8295,1863,M101048-84417026,M101048-84417,14.04.2024,0,1329,1,"909,08",0,0
8296,1886,M101048-84417026,M101048-84417,14.04.2024,0,1935,1,"909,08",0,0
8297,1680,M101048-84417026,M101048-84417,12.04.2024,0,1909,1,"909,08",0,0
8298,1885,M101048-84417026,M101048-84417,12.04.2024,0,1656,1,"909,08",0,0
8299,1658,M101048-84417026,M101048-84417,11.04.2024,0,1733,1,"909,08",0,0
8300,1632,M101048-84417026,M101048-84417,11.04.2024,0,1831,1,"909,08",0,0
8304,1758,M1010125-86451036,M1010125-86451,15.04.2024,0,1848,1,"909,08",0,0
8305,1714,M1010125-86451036,M1010125-86451,10.04.2024,0,1532,1,"909,08",0,0
8306,1666,M1010125-86451036,M1010125-86451,15.04.2024,0,1611,1,"909,08",0,0
8308,1675,M101048-84417026,M101048-84417,09.04.2024,0,1610,1,"909,08",0,0
8309,1652,M101048-84417026,M101048-84417,09.04.2024,0,1719,1,"909,08",0,0
8313,1540,M1010125-86451036,M1010125-86451,09.04.2024,0,2002,1,"909,08",0,0
8314,1689,M1010125-86451036,M1010125-86451,09.04.2024,0,1812,1,"909,08",0,0
8319,1678,M101048-84417026,M101048-84417,30.03.2024,0,2216,1,"909,08",0,0
8320,1650,M101048-84417026,M101048-84417,30.03.2024,0,1916,1,"909,08",0,0
8321,1922,M101048-84417026,M101048-84417,30.03.2024,0,1520,1,"909,08",0,0
8322,1925,M101048-84417026,M101048-84417,30.03.2024,0,1555,1,"909,08",0,0
8327,1624,M1010125-86451036,M1010125-86451,30.03.2024,0,2039,1,"909,08",0,0
8328,1636,M1010125-86451036,M1010125-86451,30.03.2024,0,1408,1,"909,08",0,0
8329,1507,M101048-84417026,M101048-84417,31.03.2024,0,1647,1,"909,08",0,0
8330,1806,M101048-84417026,M101048-84417,31.03.2024,0,2115,1,"909,08",0,0
8331,1565,M101048-84417026,M101048-84417,31.03.2024,0,1758,1,"909,08",0,0
8332,1877,M101048-84417026,M101048-84417,31.03.2024,0,1717,1,"909,08",0,0
8333,1513,M101048-84417026,M101048-84417,31.03.2024,0,2221,1,"909,08",0,0
8339,1692,M101048-84417026,M101048-84417,01.04.2024,0,1515,1,"909,08",0,0
8340,1679,M101048-84417026,M101048-84417,01.04.2024,0,1344,1,"909,08",0,0
